ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,SCHOOL NO.,SCHOOL NO.,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,OPENING HOURS,開放時間,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,EMAIL ADDRESS,電郵地址,WEBSITE,網頁,RELIGION,宗教,
Kindergartens,幼稚園,CREATIVE KINDERGARTEN (SCENEWAY GARDEN)(P.M.),啓思幼稚園(匯景花園)(下午),LEVEL 45.35 SCENEWAY GARDENS LAM TIN KOWLOON,九龍藍田匯景花園,114-13-56,114-13-56,22-18-25,22-18-25,841968.9,841968.9,818667.4,818667.4,325864000112,325864000112,CO-ED,男女,P.M.,下午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27178686,27178686,27176868,27176868,,,http://www.creative.edu.hk,http://www.creative.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,HKTA YUEN YUEN KINDERGARTEN(WHOLE DAY),香港道教聯合會圓玄幼稚園(全日),"G/F UNITS NO. 33-40 & 41-54, SHEK TO HOUSE SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES",新界荃灣石圍角邨石桃樓地下,114-7-19,114-7-19,22-22-31,22-22-31,830622.7,830622.7,826229.4,826229.4,157066000113,157066000113,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24984636,24984636,24900347,24900347,,,http://www.yuenyuenkg.edu.hk,http://www.yuenyuenkg.edu.hk,TAOISM,道教,
Kindergartens,幼稚園,CHRISTIAN EVANGELICAL CENTRE LOK FU KG (A.M.),基督教佈道中心樂富幼稚園(上午),G/F LOK HIM HOUSE LOK FU ESTATE PHASE 5 LOK FU KOWLOON,九龍樂富樂富邨第五期樂謙樓地下,114-11-13,114-11-13,22-20-10,22-20-10,837315.1,837315.1,821887.2,821887.2,323268000111,323268000111,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,23388236,23388236,23366002,23366002,,,http://www.lokfukg.edu.hk,http://www.lokfukg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,THE INDEPENDENT SCH FDN PRE-SCHOOLS (P.M.),弘立幼稚園(下午),SHOP 2-3 G/F AND SHOP 4 G/F & ITS M/F TUNG FAI GARDENS 17 PO YAN STREET SHEUNG WAN HONG KONG,香港上環普仁街17號東輝花園地下2-3號舖及4號舖地下連閣樓,114-8-50,114-8-50,22-17-6,22-17-6,833206.2,833206.2,816231,816231,600601000112,600601000112,CO-ED,男女,P.M.,下午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25598518,25598518,25598523,25598523,,,,,,,
Kindergartens,幼稚園,TSUEN WAN BAPTIST CHURCH SHEK LEI KG (A.M.),荃浸石籬幼稚園(上午),"G/F, SHEK WING HOUSE SHEK LEI (II) ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌石籬(二)邨石榮樓地下,114-8-26,114-8-26,22-21-59,22-21-59,832514.7,832514.7,825235,825235,549355000111,549355000111,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,29436611,29436611,29436633,29436633,,,http://www.twbcslk.edu.hk,http://www.twbcslk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,EVANGELICAL LU CH OF HK CHEUNG WAH KG(P.M.),基督教香港信義會祥華幼稚園(下午),"G/F UNITS 102-107, G/F CHEUNG YUE HOUSE, CHEUNG WAH ESTATE FANLING NEW TERRITORIES",新界粉嶺祥華邨祥裕樓地下102-107室,114-8-31,114-8-31,22-29-31,22-29-31,832675.4,832675.4,839154,839154,157627000212,157627000212,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26697531,26697531,26762875,26762875,,,http://www.elchk.org.hk,http://www.elchk.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,LUI CHEUNG KWONG LUTHERAN KINDERGARTEN (A.M.),路德會呂祥光幼稚園(上午),"G/F, HIGH BLOCK, OI LIM HOUSE YAU OI ESTATE TUEN MUN NEW TERRITORIES",新界屯門友愛邨愛廉樓高座地下,113-58-29,113-58-29,22-23-10,22-23-10,815457.7,815457.7,827456.6,827456.6,157074000111,157074000111,CO-ED,男女,A.M.,上午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24587438,24587438,24408658,24408658,,,http://www.lutheran-lck.com,http://www.lutheran-lck.com,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CHRISTIAN ADRIANNE KINDERGARTEN (A.M.),基督教安得兒幼稚園(上午),"M/F, BLOCK 1, BELVEDERE GARDEN, PHASE 1 TSUEN WAN NEW TERRITORIES",新界荃灣麗城花園第一期1座閣樓,114-6-9,114-6-9,22-22-23,22-22-23,828618.3,828618.3,826000.1,826000.1,575640000111,575640000111,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,2498 1200,2498 1200,2499 3266,2499 3266,,,http://www.christianadrianne.edu.hk,http://www.christianadrianne.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,MINK ANGLO-CHINESE KINDERGARTEN(WHOLE DAY),明雅中英文幼稚園(全日),"TPTL 26, AREA 17 SUN HING GARDEN, LEVEL 1 TAI PO NEW TERRITORIES",新界大埔大埔市地段第26號第17區新興花園地下,114-10-23,114-10-23,22-27-14,22-27-14,835874.5,835874.5,834936.1,834936.1,231134000113,231134000113,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,http://www.mink.edu.hk,http://www.mink.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,C&MA CH UNION TSEUNG KWAN O ALLIANCE KG(P.M.),基督教宣道會香港區聯會將軍澳宣道幼稚園(下午),GROUND FLOOR YU WING HOUSE YU MING COURT TSEUNG KWAN O SAI KUNG NEW TERRITORIES,新界西貢將軍澳裕明苑裕榮閣地下,114-15-59,114-15-59,22-19-6,22-19-6,845486.8,845486.8,819926.9,819926.9,159255000112,159255000112,CO-ED,男女,P.M.,下午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,http://www.cmatkokg.edu.hk,http://www.cmatkokg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH KINDERGARTEN (A.M.),真理浸信會幼稚園(上午),3/F BLK 3 & 4 WAI WAH CENTRE 11-17 SHA TIN CENTRE SHATIN NEW TERRITORIES,"新界沙田正街11-17號偉華中心3,4座三樓",114-11-14,114-11-14,22-22-53,22-22-53,837346.4,837346.4,826895,826895,158259000111,158259000111,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26063933,26063933,26066266,26066266,,,http://www.truthbaptist.org.hk,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,KWAI SHING RHENISH CHURCH KINDERGARTEN(P.M.),葵盛禮賢會幼稚園(下午),"NO. G1, G/F., SHING KWOK HOUSE KWAI SHING EAST ESTATE KWAI CHUNG NEW TERRITORIES",新界葵涌葵盛東邨盛國樓地下G1室,114-7-33,114-7-33,22-21-51,22-21-51,831008.1,831008.1,824996.5,824996.5,528153000112,528153000112,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24061029,24061029,24077827,24077827,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,IMMACULATE HEART OF MARY KINDERGARTEN(P.M.),聖母無玷聖心幼稚園(下午),31-37 MAN LAI ROAD SHATIN NEW TERRITORIES,新界沙田文禮路31-37號,114-10-58,114-10-58,22-22-33,22-22-33,836873,836873,826302,826302,151009000112,151009000112,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26914882,26914882,26080177,26080177,,,http://www.ihmk.edu.hk,http://www.ihmk.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,SHEUNG SHUI CHURCH KINDERGARTEN(P.M.),上水堂幼稚園(下午),23 JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES (EXCLUDING ROOMS A - E),新界上水馬會道23號(課室A至E除外),114-7-36,114-7-36,22-30-32,22-30-32,831111.7,831111.7,841031,841031,150843000112,150843000112,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26721848,26721848,26704259,26704259,,,http://www.ssckg.edu.hk,http://www.ssckg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,STAR OF THE SEA CATHOLIC KINDERGARTEN (A.M.),天主教海星幼稚園(上午),PORTION OF FOURTH FLOOR & FIFTH FLOOR 200 CHAI WAN ROAD HONG KONG (INCLUDING ROOMS 521-525),香港柴灣道200號4樓及5樓部份範圍(包括521至525室),114-14-2,114-14-2,22-15-53,22-15-53,842144.4,842144.4,813990.6,813990.6,324094000111,324094000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25588836,25588836,25569730,25569730,,,http://www.starkg.edu.hk,http://www.starkg.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,BUDDHIST SUM TUNG FOOK KINDERGARTEN(WHOLE DAY),佛教沈東福幼稚園(全日),UNITS NO 101-108 113 117-119 & 121-122 CHOI WU HOUSE G/F CHOI YUEN ESTATE SHEUNG SHUI NEW TERRITORIES,新界上水彩園邨彩湖樓地下,114-7-29,114-7-29,22-30-2,22-30-2,830895.2,830895.2,840096,840096,157252000113,157252000113,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26727258,26727258,26704801,26704801,,,http://www.sumtungfookkg.edu.hk,http://www.sumtungfookkg.edu.hk,BUDDHISM,佛教,
Kindergartens,幼稚園,PRECIOUS BLOOD KINDERGARTEN(P.M.),寶血幼稚園(下午),9 HOLLY ROAD HAPPY VALLEY HONG KONG,香港跑馬地冬青道9號,114-11-15,114-11-15,22-15-56,22-15-56,837372.4,837372.4,814082.8,814082.8,133019000112,133019000112,CO-ED,男女,P.M.,下午,WAN CHAI,灣仔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25723773,25723773,28324012,28324012,,,http://www.pbk.edu.hk,http://www.pbk.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,CHINESE INTERNATIONAL SCHOOL (A.M.),漢基國際學校(上午),1 HAU YUEN PATH BRAEMAR HILL HONG KONG,香港北角寶馬山校園徑1號,114-11-52,114-11-52,22-17-0,22-17-0,838434.5,838434.5,816060.3,816060.3,215589000111,215589000111,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25107288,25107288,25125957,25125957,,,http://www.cis.edu.hk,http://www.cis.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,TAI PO BAPTIST KG WAN TAU TONG ESTATE BR(WHOLE DAY),大埔浸信會幼稚園運頭塘邨分校(全日),G/F WAN HANG HOUSE WAN TAU TONG ESTATE TAI PO NEW TERRITORIES,新界大埔運頭塘邨運亨樓地下,114-9-57,114-9-57,22-26-30,22-26-30,835129.2,835129.2,833582.5,833582.5,159166000113,159166000113,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26380018,26380018,26537267,26537267,,,http://www.wtt-baptistkg.edu.hk,http://www.wtt-baptistkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,IMMACULATE HEART OF MARY KINDERGARTEN (A.M.),聖母無玷聖心幼稚園(上午),31-37 MAN LAI ROAD SHATIN NEW TERRITORIES,新界沙田文禮路31-37號,114-10-58,114-10-58,22-22-33,22-22-33,836873,836873,826302,826302,151009000111,151009000111,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26914882,26914882,26080177,26080177,,,http://www.ihmk.edu.hk,http://www.ihmk.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,C&MA CH UNION TSEUNG KWAN O ALLIANCE KG (A.M.),基督教宣道會香港區聯會將軍澳宣道幼稚園(上午),GROUND FLOOR YU WING HOUSE YU MING COURT TSEUNG KWAN O SAI KUNG NEW TERRITORIES,新界西貢將軍澳裕明苑裕榮閣地下,114-15-59,114-15-59,22-19-6,22-19-6,845484.1,845484.1,819929,819929,159255000111,159255000111,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26233156,26233156,26233174,26233174,,,http://www.cmatkokg.edu.hk,http://www.cmatkokg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,SUN ISLAND KINDERGARTEN (TUNG CHUNG BR) (P.M.),太陽島幼稚園(東涌分校)(下午),"SHOP K01, G/F, COASTAL SKYLINE NO 12, TUNG CHUNG WATERFRONT ROAD TUNG CHUNG NEW TERRITORIES",新界東涌海濱路12號藍天海岸地下K01號舖,113-56-40,113-56-40,22-17-31,22-17-31,812329.2,812329.2,817008.6,817008.6,555576000112,555576000112,CO-ED,男女,P.M.,下午,ISLANDS,離島區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24201068,24201068,28343322,28343322,,,http://www.sunisland.edu.hk,http://www.sunisland.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,PEACE EVANGELICAL CTR KG (NGAU TAU KOK)(WHOLE DAY),平安福音堂幼稚園(牛頭角)(全日),"G/F, SHEUNG MUN HOUSE UPPER NGAU TAU KOK ESTATE PHASE I KWUN TONG KOWLOON",九龍觀塘牛頭角上邨第一期常滿樓地下,114-13-3,114-13-3,22-19-9,22-19-9,840454,840454,820021,820021,550663000113,550663000113,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27769285,27769285,27768913,27768913,,,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,PLK MRS TAM WAH CHING KINDERGARTEN (A.M.),保良局譚華正夫人幼稚園(上午),"UNIT 703, 7/F, SEUNG LAI HOUSE WAH LAI ESTATE LAI CHI KOK KOWLOON",九龍荔枝角華荔邨賞荔樓7字樓703室,114-8-15,114-8-15,22-20-32,22-20-32,832217.4,832217.4,822581.3,822581.3,542768000111,542768000111,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21210201,21210201,21210212,21210212,,,http://plkkg23.edu.hk,http://plkkg23.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,REGINA COELI ANGLO-CHINESE KG (2ND BR)(WHOLE DAY),天后中英文幼稚園(二校)(全日),"11 - 16, G/F, MOON YU HOUSE SAM SHING ESTATE TUEN MUN NEW TERRITORIES",新界屯門三聖邨滿漁樓地下11-16號,113-58-43,113-58-43,22-22-52,22-22-52,815847.6,815847.6,826884.1,826884.1,156728000113,156728000113,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,http://www.rck.edu.hk,http://www.rck.edu.hk,CATHOLICISM,天主教,
Kindergartens,幼稚園,YUEN LONG CHURCH (CCC) CHAN KWONG KG(P.M.),中華基督教會元朗堂真光幼稚園(下午),5-7 PING SHUN STREET DD 120 LOT 4011 & YLTL 31 YUEN LONG NEW TERRITORIES,新界元朗屏信街5-7號丈量約份第120約地段第4011及元朗市地段31,114-1-29,114-1-29,22-26-49,22-26-49,820603.4,820603.4,834164.6,834164.6,151629000112,151629000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24765623,24765623,24758718,24758718,,,http://www.chankwong.edu.hk,http://www.chankwong.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,SA CENTALINE CHARITY FUND YAU TONG KG(WHOLE DAY),救世軍中原慈善基金油塘幼稚園(全日),LEVEL 4 CARPARK BLOCK YAU LAI ESTATE YAU TONG KOWLOON,九龍油塘油麗邨停車場大廈四樓,114-14-5,114-14-5,22-18-4,22-18-4,842222,842222,818013.6,818013.6,595365000113,595365000113,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,28843830,28843830,28843855,28843855,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,PLK FIONA CHEUNG SUM YU KINDERGARTEN(A.M.),保良局張心瑜幼稚園(上午),"UNITS NO. 208-214 FU CHING HOUSE, TAI WO HAU ESTATE TSUEN WAN NEW TERRITORIES",新界荃灣大窩口邨富靜樓208-214號,114-7-28,114-7-28,22-22-7,22-22-7,830870.9,830870.9,825505.6,825505.6,158488000111,158488000111,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24800662,24800662,24269579,24269579,,,http://www.kids-club.net/edu/tmkg,http://www.kids-club.net/edu/tmkg,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,LOK SIN TONG STEPHEN LEUNG KINDERGARTEN(P.M.),樂善堂梁泳釗幼稚園(下午),G/F FAI SHING HOUSE MAY SHING COURT SHATIN NEW TERRITORIES,新界沙田美城苑暉誠閣地下,114-10-32,114-10-32,22-22-47,22-22-47,836130.6,836130.6,826737.4,826737.4,157864000112,157864000112,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26970877,26970877,26024743,26024743,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,CHE LOK KINDERGARTEN (A.M.),智樂幼稚園(上午),SHOP A & B 1/F SIU CHEONG BUILDING 72 NAM CHEONG STREET SHAMSHUIPO KOWLOON,九龍深水埗南昌街72號兆昌大廈1樓A及B舖,114-9-44,114-9-44,22-19-40,22-19-40,834766,834766,820969,820969,532550000111,532550000111,CO-ED,男女,A.M.,上午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21915488,21915488,26653922,26653922,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,TAI PO RHENISH CHURCH KINDERGARTEN (P.M.),大埔禮賢會幼稚園(下午),G/F 1/F - 2/F 7 TING KOK ROAD TAI PO TPTL 144 NEW TERRITORIES,新界大埔汀角路7號地下及1-2字樓,114-9-54,114-9-54,22-27-6,22-27-6,835048.8,835048.8,834701.1,834701.1,150860000212,150860000212,CO-ED,男女,P.M.,下午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,21440708,21440708,21440963,21440963,,,http://www.rcktp.edu.hk,http://www.rcktp.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,YAN CHAI HOSPITAL MING TAK KINDERGARTEN(P.M.),仁濟醫院明德幼稚園(下午),"G/F, WING B & C, HENG KIN HOUSE BLOCK 1, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG, N.T. (KINDERGARTEN) NEW TERRITORIES",新界元朗天水圍天恒邨第一座恒健樓地下B及C翼幼稚園,113-59-55,113-59-55,22-28-11,22-28-11,817913.9,817913.9,836698.2,836698.2,543918000112,543918000112,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24865080,24865080,24865100,24865100,,,http://www.ychmtk.edu.hk,http://www.ychmtk.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,ESF ABACUS INTERNATIONAL KG (A.M.),英基雅柏國際幼稚園(上午),MANG KUNG UK VILLAGE CLEAR WATER BAY ROAD SAI KUNG NEW TERRITORIES,新界西貢清水灣道孟公屋村,114-16-30,114-16-30,22-18-58,22-18-58,846376.6,846376.6,819689.9,819689.9,549240000111,549240000111,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27195712,27195712,27196690,27196690,,,,,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,KORNHILL CHRISTIAN ANGLO-CHINESE KINDERGARTEN(WHOLE DAY),基督教康山中英文幼稚園(全日),KORNHILL PLAZA (NORTH) 1/F KORNHILL DEVELOPMENT PHASE II - COMMERCIAL I I.L. 8566 QUARRY BAY HONG KONG,香港鰂魚涌內8566號地段康怡廣場(北)第2期1樓,114-12-58,114-12-58,22-17-6,22-17-6,840311.7,840311.7,816243.2,816243.2,215848000113,215848000113,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,2885 5836,2885 5836,2915 9296,2915 9296,,,,,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,SKH THE CHURCH OF OUR SAVIOUR KG(P.M.),聖公會救主堂幼稚園(下午),NO 210-219 KWONG YAN HOUSE KWONG FUK EST TAI PO NEW TERRITORIES,新界大埔廣福邨廣仁樓210–219,114-10-31,114-10-31,22-26-54,22-26-54,836093.3,836093.3,834335.6,834335.6,158119000112,158119000112,CO-ED,男女,P.M.,下午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26511778,26511778,26549852,26549852,,,http://www.saviourkg.edu.hk,http://www.saviourkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CHR ALLIANCE CHEN LEE WING TSING MEM KG (A.M.),宣道會陳李詠貞紀念幼稚園(上午),"WING A & A, G/F, YIU CHEONG HOUSE TIN YIU ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天耀邨耀昌樓地下A及B翼,114-0-12,114-0-12,22-27-6,22-27-6,818397.5,818397.5,834700.9,834700.9,159042000111,159042000111,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24458469,24458469,24486162,24486162,,,http://www.caclwtmk.edu.hk,http://www.caclwtmk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CANADIAN INTERNATIONAL SCHOOL (A.M.),加拿大國際學校(上午),36 NAM LONG SHAN ROAD (AND CANADIAN INTERNATIONAL SCHOOL PHASE II) ABERDEEN HONG KONG,香港香港仔南朗山道36號及加拿大國際學校第二期,114-10-1,114-10-1,22-14-33,22-14-33,835238,835238,811530,811530,216011000511,216011000511,CO-ED,男女,A.M.,上午,SOUTHERN,南區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,25257088,25257088,25257579,25257579,,,http://www.cdnis.edu.hk,http://www.cdnis.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,LOCK TAO CHRISTIAN KINDERGARTEN (A.M.),基督教樂道幼稚園(上午),"KINDERGARTEN 1 PODIUM 1, CHOI MING SHOPPING CENTRE KIN MING ESTATE TSEUNG KWAN O NEW TERRITORIES",新界將軍澳健明邨彩明商場一號平台一號幼稚園校舍,114-15-5,114-15-5,22-18-22,22-18-22,843934.3,843934.3,818566.7,818566.7,554901000111,554901000111,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,27069951,27069951,27069952,27069952,,,http://www.locktao.org/kindergarten/,http://www.locktao.org/kindergarten/,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,MEI LAM ESTATE TO KWONG KINDERGARTEN (A.M.),美林邨道光幼稚園(上午),"UNITS 132 & 134-144 ,G/F, MEI TAO HOUSE MEI LAM ESTATE SHATIN NEW TERRITORIES",新界沙田美林邨美桃樓地下132及134-144室,114-10-38,114-10-38,22-22-40,22-22-40,836306.5,836306.5,826512.8,826512.8,157058000111,157058000111,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26047486,26047486,26072773,26072773,,,http://www.tkyw.com,http://www.tkyw.com,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH EMPOWER KG (A.M.),真理浸信會富泰幼稚園(上午),"NO. 1, 1/F, ANCILLARY FACILITIES BLOCK FU TAI ESTATE 9 TUEN KWAI ROAD TUEN MUN NEW TERRITORIES",新界屯門屯貴路9號富泰邨服務設施大樓1字樓1號,113-58-58,113-58-58,22-24-47,22-24-47,816271.2,816271.2,830417.5,830417.5,541389000111,541389000111,CO-ED,男女,A.M.,上午,TUEN MUN,屯門區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,26356996,26356996,26356776,26356776,,,http://www.truthbaptist.org.hk,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY,基督教,
Kindergartens,幼稚園,CANNAN KINDERGARTEN (TSUEN WAN) (A.M.),迦南幼稚園﹝荃灣﹞(上午),RM 4 1/F COMMERCIAL COMPLEX CLAGUE GARDEN ESTATE 28 HOI SHING ROAD TSUEN WAN NEW TERRITORIES,新界荃灣海盛路28號祈德尊新邨商場4號舖一樓,114-6-40,114-6-40,22-22-12,22-22-12,829482.1,829482.1,825637.9,825637.9,516376000111,516376000111,CO-ED,男女,A.M.,上午,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,24116833,24116833,24160682,24160682,,,http://www.cannan.edu.hk,http://www.cannan.edu.hk,NOT APPLICABLE,不適用,
Kindergartens,幼稚園,THE SALVATION ARMY SHUI CHUEN O KG(WHOLE DAY),救世軍水泉澳幼稚園(全日),"G/F., HO CHUEN HOUSE, SHUI CHUEN O ESTATE, SHATIN, NEW TERRITORIES",新界沙田水泉澳邨河泉樓地下,114-11-48,114-11-48,22-22-26,22-22-26,838301.9,838301.9,826064.2,826064.2,605620000113,605620000113,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,,,,,,,,,,,
Kindergartens,幼稚園,CASTAR KINDERGARTEN (LEI MUK SHUE),世德幼稚園(梨木樹),G/F CHUI SHUE HOUSE LEI MUK SHUE ESTATE KWAI CHUNG NEW TERRITORIES,新界葵涌梨木樹邨翠樹樓地下,114-8-9,114-8-9,22-22-41,22-22-41,832054.4,832054.4,826525.9,826525.9,565628000113,565628000113,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,PRIVATE,私立,KINDERGARTEN,幼稚園,,,34469178,34469178,34469179,34469179,,,,,NOT APPLICABLE,不適用,
